winner_rank,winner_age,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced
5,25.11430527,76,4,2,61,31,25,18,10,2,3
153,25.56057495,65,6,2,44,24,19,14,8,1,1
73,33.45379877,104,4,0,92,59,39,17,14,4,7
125,22.95687885,68,4,0,45,27,20,11,8,2,3
31,27.89596167,69,7,1,53,39,31,11,10,0,0
34,25.48665298,144,9,4,130,79,55,27,16,6,8
23,26.16016427,78,6,1,49,31,24,12,9,3,4
177,32.64065708,110,6,5,78,51,35,14,11,3,5
85,27.21423682,59,14,0,47,34,30,8,9,2,2
69,27.02806297,113,3,1,84,56,42,16,15,1,3
149,18.73785079,75,9,1,52,30,25,14,10,1,2
53,22.20670773,83,5,0,77,46,36,21,12,4,5
37,25.03216975,136,14,3,95,58,45,24,16,4,6
2,33.40999316,122,8,3,85,50,37,19,14,9,11
125,22.95687885,123,16,3,114,66,51,24,16,7,9
11,23.64134155,148,10,3,107,64,46,23,16,5,7
34,25.48665298,147,4,5,116,73,46,18,15,5,10
85,27.21423682,148,21,2,111,80,62,19,17,2,2
8,24.02464066,61,17,4,48,31,28,12,10,0,0
53,22.20670773,79,8,1,72,51,38,12,10,0,0
5,25.01848049,81,7,1,67,45,34,16,11,2,2
2,33.40999316,41,12,2,30,21,19,6,6,0,0
11,23.64134155,73,7,2,57,34,26,12,10,1,3
8,24.02464066,121,15,2,96,65,53,19,16,4,5
5,25.01848049,59,5,1,38,26,24,8,8,0,0
2,33.40999316,53,1,1,48,33,27,9,8,4,4
8,24.02464066,153,34,3,122,84,72,22,18,3,3
2,33.40999316,133,21,0,100,64,51,19,16,5,6
338,26.30253251,81,7,0,61,41,37,11,11,0,0
66,27.04722793,88,4,2,66,32,22,22,11,2,4
29,29.0294319,95,12,3,73,42,35,17,11,2,2
55,24.55578371,72,10,1,66,42,35,12,11,2,3
42,24.16427105,122,14,6,113,77,64,20,16,5,5
28,27.66324435,74,6,0,53,34,28,16,10,0,0
31,27.91512663,65,6,2,58,44,34,9,10,3,3
45,31.67967146,116,12,7,97,68,53,13,15,5,8
71,22.22587269,43,8,0,42,34,29,4,8,0,0
92,28.91991786,48,8,1,42,29,28,8,9,0,0
40,28.96919918,71,1,0,56,42,27,11,8,9,9
51,29.26214921,55,7,0,45,33,27,9,9,0,0
338,26.30253251,108,11,1,75,47,38,14,13,4,6
66,27.04722793,109,7,1,87,51,34,22,12,6,7
27,33.06228611,91,5,0,62,42,34,15,11,0,0
28,27.66324435,126,13,3,102,59,47,23,15,4,5
45,31.67967146,114,15,1,98,63,48,18,15,6,8
71,22.22587269,60,8,1,57,38,31,12,10,2,2
92,28.91991786,115,13,1,79,46,36,17,14,3,6
51,29.26214921,66,5,2,56,36,28,12,9,2,2
66,27.04722793,116,3,1,78,49,37,23,12,0,0
28,27.66324435,90,12,3,71,49,41,12,11,4,4
45,31.67967146,103,25,0,83,66,57,11,12,2,2
92,28.91991786,128,16,0,82,55,47,13,15,1,3
66,27.04722793,102,4,2,75,32,27,23,10,11,11
92,28.91991786,64,13,1,52,33,27,11,9,0,0
92,28.91991786,64,13,2,46,31,27,7,9,1,2
607,19.08555784,,7,3,64,36,32,19,11,0,0
369,36.64339494,,9,6,87,53,36,24,14,3,4
64,27.75085558,,26,8,92,59,50,19,17,4,5
86,31.33744011,,11,1,87,60,41,17,14,2,3
204,25.29500342,,6,0,43,25,23,13,9,0,0
82,31.49623546,,11,2,92,52,40,23,15,2,3
129,35.04996578,,23,4,96,64,54,17,17,2,3
1184,26.49965777,,6,5,59,36,31,13,11,1,2
152,26.83367556,,10,4,92,56,44,19,14,4,5
698,23.93155373,,11,14,93,46,36,22,14,6,10
105,27.17043121,,2,2,75,46,33,14,13,2,5
116,29.724846,,5,5,116,63,48,29,16,11,14
23,36.38877481,,28,1,78,55,47,19,14,0,0
369,36.64339494,,6,1,40,25,21,11,8,0,0
33,27.05544148,,11,2,54,32,28,16,11,0,0
82,31.49623546,,8,2,107,46,36,35,15,6,6
129,35.04996578,,8,7,65,40,35,13,11,1,2
49,34.96235455,,13,4,115,73,50,21,15,11,14
105,27.17043121,,4,2,65,35,29,20,13,4,6
29,22.74332649,,18,0,81,57,46,14,15,0,2
23,36.38877481,,27,4,83,57,52,13,15,0,1
33,27.05544148,,4,1,64,45,30,5,11,2,6
129,35.04996578,,14,11,85,41,36,24,14,3,4
29,22.74332649,,9,2,51,32,24,10,9,2,3
33,27.05544148,,2,2,80,48,41,20,12,2,2
29,22.74332649,,23,0,122,91,67,15,17,7,8
29,22.74332649,,9,0,76,54,38,11,12,5,7
106,27.05544148,,5,1,79,49,32,21,11,4,5
83,28.1724846,,11,0,61,49,32,7,10,6,8
42,31.56194387,,7,2,104,67,49,20,16,3,5
97,33.37713895,,4,2,65,38,29,15,10,4,5
339,33.7412731,,3,1,107,73,48,19,16,4,9
32,26.94045175,,3,2,68,39,26,15,10,4,6
52,24.95824778,,3,4,59,36,27,15,9,5,5
53,32.08213552,,13,1,43,23,19,17,9,0,0
196,24.64065708,,12,4,98,55,41,20,14,7,9
44,26.19028063,,2,1,65,40,30,12,11,3,6
119,27.74811773,,6,2,54,36,27,11,10,1,3
109,34.04517454,,2,2,103,58,39,31,16,5,7
27,36.27378508,,25,1,69,51,45,12,12,0,0
83,28.1724846,,3,4,68,42,36,14,11,2,2
97,33.37713895,,5,4,58,34,24,12,9,3,5
32,26.94045175,,7,3,47,29,23,10,8,2,3
53,32.08213552,,14,5,92,53,45,25,16,0,1
196,24.64065708,,15,3,71,37,30,23,11,2,2
119,27.74811773,,6,1,88,51,38,19,11,3,4
15,24.50102669,,8,4,68,35,29,19,10,6,7
83,28.1724846,,10,0,114,78,57,27,17,8,8
97,33.37713895,,9,1,44,30,24,7,8,1,2
53,32.08213552,,9,4,59,37,31,13,10,0,0
15,24.50102669,,16,2,95,56,42,26,15,8,9
97,33.37713895,,6,2,90,56,43,22,16,1,2
15,24.50102669,,9,5,61,33,30,20,11,1,1
97,33.37713895,,2,2,55,39,33,8,9,3,3
2,33.85078713,,15,2,109,78,63,13,16,3,5
86,26.78986995,,9,1,81,50,38,16,11,3,3
487,31.69336071,,3,1,75,53,35,12,13,3,7
53,25.47296372,,12,0,64,47,39,10,11,1,2
6,29.7412731,,8,2,61,34,26,19,11,0,1
41,18.58179329,,2,1,107,72,51,15,14,10,12
81,18.15195072,,3,1,52,34,28,10,10,3,4
27,36.29295003,,28,1,89,63,50,17,16,0,0
20,33.12251882,,7,3,113,62,44,24,17,4,8
45,31.31279945,,5,1,66,41,27,16,10,4,5
59,27.46885695,,7,2,118,65,45,30,15,13,16
16,28.78576318,,4,0,55,45,37,6,10,2,2
51,24.58590007,,10,3,66,44,35,11,10,4,4
147,31.58384668,,12,0,76,50,38,14,13,5,7
114,30.51608487,,15,6,57,37,31,11,10,0,0
5,25.45927447,,7,2,91,53,36,24,12,9,10
2,33.85078713,,3,4,60,40,34,11,11,2,2
487,31.69336071,,7,0,75,51,39,8,10,8,10
6,29.7412731,,5,0,42,27,26,10,9,0,0
27,36.29295003,,21,3,82,56,49,16,15,1,1
45,31.31279945,,5,1,105,65,47,21,15,6,8
16,28.78576318,,7,1,69,49,39,9,11,3,4
51,24.58590007,,6,4,94,66,48,12,14,7,9
5,25.45927447,,5,3,52,33,27,10,9,1,1
2,33.85078713,,9,3,57,37,32,10,9,0,0
27,36.29295003,,45,3,103,73,66,15,17,3,3
45,31.31279945,,1,0,27,14,10,10,4,4,4
5,25.45927447,,8,2,102,68,49,18,16,2,5
2,33.85078713,,6,0,78,57,48,13,12,1,1
45,31.31279945,,4,0,9,7,7,1,2,0,0
2,33.85078713,,14,0,73,53,43,10,11,4,4
1,27.75906913,78,5,2,56,28,22,17,10,2,3
107,27.59206023,87,2,6,78,48,32,16,11,2,4
104,27.70431212,76,7,2,66,36,31,15,10,0,1
13,33.42642026,91,13,7,82,46,35,17,10,8,8
8,29.43463381,93,5,1,62,35,29,15,11,2,4
52,29.37713895,57,3,2,48,30,23,14,9,1,1
53,29.13073238,102,6,2,82,53,41,16,14,6,7
65,28.46269678,93,8,0,62,36,27,14,10,3,5
62,29.68651608,71,4,9,60,28,22,12,10,4,7
84,18.275154,111,8,2,89,49,37,23,15,3,5
50,25.9028063,65,2,1,59,41,27,10,8,2,3
3,27.77823409,105,9,6,71,45,36,13,11,3,4
17,26.86105407,51,0,3,46,34,29,7,9,0,0
27,28.6844627,142,5,2,99,55,41,23,16,1,4
31,31.27446954,81,7,3,61,41,32,11,10,4,5
2,33.54414784,56,8,2,49,31,26,9,8,0,0
1,27.75906913,60,1,0,43,28,21,11,8,0,0
104,27.70431212,117,8,1,103,64,45,23,15,11,12
8,29.43463381,144,12,1,90,52,40,27,15,5,6
53,29.13073238,102,8,2,86,51,37,19,14,4,6
84,18.275154,176,1,5,110,56,37,21,15,6,12
3,27.77823409,58,5,2,36,24,20,8,7,0,0
27,28.6844627,141,4,3,93,55,42,20,15,4,7
2,33.54414784,60,4,0,40,28,24,7,9,0,2
1,27.75906913,49,7,1,42,27,23,8,7,3,3
8,29.43463381,102,9,0,77,43,35,21,14,3,5
84,18.275154,79,0,1,37,18,16,16,8,0,0
2,33.54414784,21,3,0,12,8,8,4,3,0,0
1,27.75906913,124,4,1,85,54,39,14,14,2,5
2,33.54414784,56,3,3,49,32,23,7,8,2,3
2,33.54414784,84,12,1,79,51,41,11,11,7,7
1,28.27652293,,8,0,52,39,36,8,11,0,0
52,28.44353183,,12,10,120,61,50,35,20,3,4
53,30.27241615,,7,5,129,70,46,31,20,11,16
25,31.52361396,,6,6,83,42,31,22,14,4,7
23,27.37850787,,4,5,104,59,44,32,15,5,5
54,24.13689254,,9,0,113,67,48,31,19,7,9
78,25.19370294,,8,7,151,75,55,41,23,9,13
15,24.73100616,,13,2,62,33,29,21,12,3,3
10,24.67624914,,17,6,96,47,39,32,15,6,6
42,31.79192334,,21,7,122,71,57,30,22,4,7
581,33.724846,,13,6,132,77,64,25,19,8,10
19,33.94387406,,11,8,80,47,39,17,14,2,4
32,28.27104723,,8,12,133,56,44,32,19,8,14
40,29.66187543,,11,6,118,67,52,21,17,10,12
74,23.03901437,,2,1,63,33,28,25,13,2,2
8,29.24298426,,6,4,100,73,62,11,19,0,2
41,26.31348392,,22,5,155,98,76,33,25,7,9
84,28.22176591,,13,1,106,65,46,19,15,6,9
55,27.86584531,,15,7,97,50,37,24,15,3,5
26,33.33333333,,9,1,60,35,33,19,13,0,0
18,30.37097878,,16,1,70,37,32,21,12,0,0
77,29.3853525,,6,4,79,49,39,16,12,3,3
60,29.64818617,,16,4,118,74,57,24,19,5,7
120,27.97809719,,5,3,86,50,35,15,12,6,9
9,26.92128679,,13,2,93,54,46,26,17,0,1
139,25.31143053,,13,2,119,72,59,24,19,8,10
56,27.67967146,,4,0,50,27,24,16,10,0,0
17,24.29295003,,10,0,71,44,37,22,14,1,1
27,28.54757016,,8,4,105,67,54,25,18,5,6
36,26.13826146,,5,6,99,46,37,30,17,3,5
102,23.50718686,,4,5,76,43,34,17,13,4,6
7,33.41273101,,3,2,108,65,42,28,17,7,10
5,30.4257358,,9,9,122,67,50,27,17,4,7
69,19.28268309,,10,1,65,45,35,14,12,0,0
107,27.62765229,,13,6,113,62,48,25,19,7,10
28,22.93223819,,2,5,71,42,30,21,13,2,3
22,29.5523614,,17,1,98,58,43,22,16,5,7
88,31.45242984,,9,3,116,67,53,24,15,6,7
57,26.11909651,,7,4,60,34,31,10,11,2,4
68,26.10540726,,3,12,172,93,62,33,24,21,30
14,29.28678987,,32,6,138,85,74,28,23,3,4
117,25.2073922,,23,3,162,100,79,31,22,8,10
70,28.98015058,,11,2,119,67,48,33,19,9,12
20,21.99041752,,3,3,97,62,46,23,17,3,4
30,27.66872005,,6,4,89,46,36,27,14,5,5
128,19.92607803,,9,5,128,81,57,30,23,1,5
35,27.17043121,,9,2,112,60,48,26,15,8,11
3,28.29568789,,17,2,125,73,52,28,19,11,14
6,29.95208761,,13,1,83,45,39,22,14,6,7
132,34.275154,,3,4,90,55,40,17,14,8,11
64,33.60711841,,13,6,127,79,55,33,18,5,5
31,32.24093087,,18,9,166,89,69,38,24,12,16
24,22.85831622,,16,3,138,85,62,28,22,7,12
355,34.51334702,,3,4,73,32,26,22,10,7,8
79,28.40246407,,16,7,151,86,65,33,26,6,11
12,29.2019165,,7,4,110,71,55,19,19,2,5
13,30.34633812,,25,3,69,42,41,15,14,0,0
93,33.18275154,,10,9,113,68,51,24,20,1,5
48,22.14099932,,13,4,75,47,43,15,15,0,1
21,36.50376454,,21,2,92,62,55,17,17,3,3
29,31.87405886,,6,4,149,89,57,37,22,11,14
87,30.1026694,,7,5,103,49,39,32,15,4,6
66,31.4661191,,1,6,113,62,46,26,17,5,7
2,34.06160164,,11,5,66,43,36,14,12,1,1
1,28.27652293,,5,2,64,42,35,17,13,0,0
25,31.52361396,,21,2,118,61,50,29,19,2,6
23,27.37850787,,9,9,161,96,62,31,22,10,16
15,24.73100616,,22,7,139,67,60,37,23,6,9
10,24.67624914,,16,7,127,78,63,33,21,4,4
19,33.94387406,,22,6,147,84,60,28,23,12,18
32,28.27104723,,5,3,85,50,41,20,15,4,5
8,29.24298426,,8,3,96,65,49,16,16,5,8
41,26.31348392,,10,3,107,53,44,30,19,4,7
26,33.33333333,,5,2,91,48,38,32,16,6,7
18,30.37097878,,4,1,75,44,38,18,14,0,0
60,29.64818617,,10,3,144,90,65,28,21,15,19
9,26.92128679,,19,4,93,50,38,24,15,4,5
56,27.67967146,,2,4,140,73,54,37,24,6,12
27,28.54757016,,13,5,99,68,55,15,17,1,3
7,33.41273101,,1,2,105,68,58,16,18,7,10
5,30.4257358,,26,1,134,77,58,35,18,5,7
107,27.62765229,,10,8,92,56,41,17,16,2,6
22,29.5523614,,13,4,119,76,53,23,20,4,9
68,26.10540726,,5,7,112,57,40,24,19,4,11
14,29.28678987,,20,3,65,49,45,11,14,0,0
20,21.99041752,,3,0,50,36,29,12,11,0,0
30,27.66872005,,15,5,70,41,35,15,12,7,9
3,28.29568789,,22,2,128,75,60,30,23,4,7
6,29.95208761,,9,0,88,51,37,29,14,6,6
31,32.24093087,,9,8,125,72,58,26,19,1,3
24,22.85831622,,24,4,159,90,62,35,25,12,18
12,29.2019165,,8,2,115,73,57,28,21,3,7
13,30.34633812,,18,5,86,50,42,23,15,2,2
48,22.14099932,,18,9,154,101,76,33,25,4,7
29,31.87405886,,8,1,76,49,41,17,14,1,2
2,34.06160164,,12,1,61,43,37,10,11,1,1
1,28.27652293,,11,3,91,61,47,17,17,5,7
23,27.37850787,,9,7,103,46,33,31,17,3,6
19,33.94387406,,16,2,95,63,51,19,15,4,4
32,28.27104723,,2,7,167,102,64,31,24,11,19
41,26.31348392,,12,3,117,53,40,37,13,10,10
18,30.37097878,,14,0,83,57,46,18,15,2,2
9,26.92128679,,26,7,156,83,70,40,27,5,9
27,28.54757016,,10,8,112,71,50,19,19,3,8
5,30.4257358,,8,7,102,46,37,31,15,8,11
68,26.10540726,,7,8,157,94,65,32,23,10,16
14,29.28678987,,16,1,114,76,60,24,17,5,5
3,28.29568789,,6,3,86,53,43,17,15,1,2
6,29.95208761,,11,3,129,69,55,33,21,3,6
12,29.2019165,,8,1,60,44,40,12,13,0,0
13,30.34633812,,21,2,58,37,32,11,10,6,6
2,34.06160164,,5,4,83,50,36,18,15,2,4
1,28.27652293,,8,2,123,75,52,25,19,4,8
19,33.94387406,,6,3,89,49,40,25,15,4,5
18,30.37097878,,10,2,74,44,39,22,15,0,0
9,26.92128679,,23,2,117,68,57,24,19,5,7
5,30.4257358,,10,3,102,53,43,26,18,3,6
14,29.28678987,,26,6,171,110,87,25,23,8,11
12,29.2019165,,12,3,105,68,51,20,17,6,8
2,34.06160164,,13,1,111,65,54,33,18,5,5
1,28.27652293,,9,0,117,68,52,33,19,5,6
9,26.92128679,,29,5,157,91,71,43,25,9,10
5,30.4257358,,6,2,66,32,30,23,13,1,1
2,34.06160164,,16,2,70,53,46,8,13,0,0
1,28.27652293,,3,1,56,37,28,15,11,0,1
2,34.06160164,,10,2,77,50,40,17,13,4,4
1,28.27652293,,3,5,155,96,63,32,21,19,23
128,25.28405202,,18,8,103,55,42,23,16,3,7
583,18.9486653,,4,3,74,42,26,18,10,5,7
40,22.21765914,,4,3,57,32,27,15,9,4,4
219,24.95003422,,5,3,67,32,29,16,10,2,3
62,29.97125257,,8,2,75,49,35,16,10,5,6
66,35.15400411,,7,6,102,61,48,16,16,2,6
39,27.24709103,,4,0,45,28,20,13,8,2,2
266,26.35455168,,3,3,57,38,30,9,10,1,2
80,30.17932923,,5,4,61,37,31,14,11,1,2
55,26.19575633,,2,1,51,21,16,20,9,0,1
58,19.35934292,,5,6,46,28,20,9,7,5,6
75,26.28884326,,3,2,59,37,25,10,7,4,6
5,30.02874743,,11,2,58,30,25,18,11,2,3
40,22.21765914,,5,1,46,25,23,13,8,0,0
30,33.40999316,,2,3,55,36,30,13,11,0,1
62,29.97125257,,5,0,31,21,15,7,5,1,1
39,27.24709103,,6,1,66,46,36,12,12,2,4
29,32.31759069,,13,1,56,35,29,9,9,3,4
58,19.35934292,,6,2,43,29,22,7,7,3,4
14,26.99794661,,12,3,77,44,37,20,14,3,4
5,30.02874743,,3,2,59,27,19,22,9,4,4
30,33.40999316,,7,6,81,50,37,15,12,6,8
29,32.31759069,,0,0,0,0,0,0,0,0,0
14,26.99794661,,15,3,66,37,35,10,11,2,4
5,30.02874743,,8,1,58,32,26,15,9,4,4
29,32.31759069,,8,5,77,48,40,11,14,6,9
5,30.02874743,,13,4,69,38,30,17,11,0,1
824,30.82546201,87,6,0,58,27,21,17,9,5,6
289,26.31895962,83,3,1,64,43,29,12,10,6,7
68,29.70020534,120,2,1,87,56,38,15,14,5,9
55,18.42847365,160,2,2,118,80,53,22,16,8,11
89,31.24709103,125,4,2,95,54,41,25,16,6,9
46,21.77686516,115,8,0,73,53,37,10,11,0,2
45,31.87679671,56,2,0,33,21,16,12,7,0,0
59,29.83983573,85,1,1,65,38,28,16,9,7,7
82,24.80492813,70,2,0,52,29,20,21,10,2,2
50,29.53045859,92,0,0,66,47,37,10,11,5,7
47,28.07939767,146,6,5,102,65,37,22,14,7,11
57,32.81861739,94,3,1,76,53,34,14,13,4,7
13,30.31074606,118,3,1,77,50,33,18,11,4,5
68,29.70020534,84,3,3,74,43,27,14,10,5,8
22,36.13963039,97,12,2,68,53,47,6,14,0,1
46,21.77686516,70,6,1,46,33,25,9,8,1,1
45,31.87679671,87,1,2,65,45,30,12,10,6,8
33,29.73853525,158,1,1,106,61,39,23,15,14,18
50,29.53045859,87,4,0,53,37,26,14,10,0,0
15,28.63244353,55,3,0,41,35,30,3,8,2,2
68,29.70020534,140,5,1,98,60,44,18,15,4,7
46,21.77686516,79,2,2,56,38,32,10,10,3,3
45,31.87679671,113,3,3,86,48,32,21,11,3,4
15,28.63244353,93,6,2,79,49,34,21,11,7,7
46,21.77686516,104,6,0,64,42,34,11,13,0,3
45,31.87679671,130,4,2,87,55,44,19,15,1,2
45,31.87679671,135,6,1,84,49,38,18,12,2,5
8,33.54688569,,6,2,76,41,30,20,13,6,9
25,32.37508556,,8,4,65,37,31,12,10,2,3
259,36.89253936,,5,2,51,39,30,4,9,2,3
22,28.40520192,,12,7,86,48,38,16,14,7,10
10,30.50513347,,15,4,81,44,37,20,15,1,3
78,30.23682409,,10,2,63,38,33,13,11,0,1
71,33.84257358,,4,1,98,56,43,25,15,2,3
21,29.13073238,,9,6,112,71,47,24,16,6,8
20,36.63791923,,17,0,64,48,43,8,11,1,1
66,29.78234086,,10,1,61,44,30,12,10,1,2
117,27.13483915,,16,6,88,57,44,12,13,6,8
13,30.48049281,,16,1,79,61,50,10,12,0,0
65,24.93086927,,10,5,86,45,38,21,15,1,4
47,25.81793292,,16,2,77,47,39,16,14,2,4
40,22.275154,,7,1,48,31,26,10,9,0,1
11,29.42094456,,19,3,51,38,36,8,11,0,0
8,33.54688569,,5,0,40,24,19,12,7,2,2
22,28.40520192,,2,0,49,37,29,8,9,0,0
78,30.23682409,,6,4,68,41,32,15,13,0,2
21,29.13073238,,10,3,64,42,30,11,10,5,7
20,36.63791923,,10,1,53,36,32,12,11,0,0
117,27.13483915,,23,6,99,60,52,15,15,6,7
47,25.81793292,,20,2,85,57,53,18,16,2,2
11,29.42094456,,15,1,86,58,48,19,16,2,2
8,33.54688569,,1,2,45,28,22,11,9,1,2
21,29.13073238,,19,5,92,62,51,13,15,0,0
117,27.13483915,,12,2,74,53,46,15,12,5,5
47,25.81793292,,16,1,110,67,56,20,17,4,5
8,33.54688569,,1,2,90,52,38,24,12,6,6
47,25.81793292,,12,2,65,41,31,16,11,0,1
8,33.54688569,,7,1,92,61,43,18,16,2,5
3,28.08487337,,12,2,66,38,32,12,11,2,4
42,31.58110883,,18,6,106,69,53,17,17,4,6
48,32.10130048,,37,4,117,72,61,26,17,8,8
11,24.08213552,,13,1,102,70,46,22,15,8,10
9,26.71047228,,17,3,91,55,46,18,14,3,4
25,29.34154689,,16,8,82,45,32,19,14,1,5
18,30.13552361,,21,1,69,51,46,9,11,1,1
14,33.73305955,,17,2,57,36,32,11,10,3,3
13,30.46406571,,3,0,103,63,48,24,16,5,6
70,19.17864476,,19,4,97,68,51,14,15,5,6
19,28.99110198,,3,0,48,33,28,7,8,2,2
8,24.46543463,,24,7,93,58,48,16,15,4,5
79,26.60095825,,16,3,104,59,46,24,16,3,4
34,32.03011636,,3,6,57,29,26,13,10,0,2
17,29.07597536,,22,0,96,59,46,25,16,6,7
4,30.21492129,,9,2,52,30,28,15,10,3,3
3,28.08487337,,4,2,68,38,27,18,11,4,5
48,32.10130048,,19,1,66,44,38,15,11,3,3
25,29.34154689,,16,1,103,65,51,24,15,4,4
18,30.13552361,,36,1,118,87,73,18,18,1,1
13,30.46406571,,3,3,54,29,24,12,9,1,2
8,24.46543463,,29,4,91,64,54,15,15,7,7
34,32.03011636,,4,3,64,29,23,21,10,3,4
17,29.07597536,,22,1,84,61,53,11,12,2,2
3,28.08487337,,13,0,78,58,52,11,15,1,2
25,29.34154689,,11,0,60,42,38,10,11,0,0
13,30.46406571,,3,1,111,69,51,22,16,4,5
17,29.07597536,,18,0,68,44,39,17,12,2,2
3,28.08487337,,5,0,61,48,37,7,10,4,5
17,29.07597536,,34,1,88,66,57,13,16,0,0
3,28.08487337,,3,0,50,34,27,13,10,0,0
3,28.7063655,92,2,0,43,31,20,8,8,0,2
55,23.60027379,147,1,1,92,58,42,22,13,3,3
93,34.22313484,138,3,3,100,59,42,17,13,9,12
23,29.12525667,141,6,3,91,38,23,33,14,7,10
28,27.73442847,100,7,5,86,49,33,21,14,3,7
50,29.06502396,134,3,2,81,49,34,20,12,7,9
63,24.36687201,161,4,4,111,58,39,25,14,9,14
38,25.60164271,128,0,7,78,46,31,13,13,5,10
92,24.36687201,140,5,8,98,63,46,18,13,12,13
88,26.72416153,71,4,0,44,27,22,11,8,2,2
74,27.90691307,136,6,2,81,40,26,23,13,1,4
18,32.79671458,92,1,0,54,31,22,13,9,1,3
66,30.88569473,56,5,1,36,18,16,12,6,1,1
77,33.5687885,123,4,2,85,49,39,21,16,0,2
136,26.40930869,127,10,3,93,46,35,25,14,7,9
9,32.87611225,89,1,2,63,35,26,12,10,8,10
3,28.7063655,122,4,1,73,49,30,16,11,2,3
23,29.12525667,68,6,2,52,32,24,12,8,2,2
28,27.73442847,72,3,4,63,31,24,14,8,5,6
63,24.36687201,74,2,2,38,18,14,12,7,0,1
88,26.72416153,182,5,2,111,65,45,23,16,6,9
74,27.90691307,68,2,2,53,30,26,14,9,0,0
66,30.88569473,83,5,2,54,29,20,15,9,2,4
9,32.87611225,73,0,2,48,30,24,12,7,2,2
3,28.7063655,125,2,3,72,46,35,17,14,0,2
28,27.73442847,192,3,3,133,72,47,36,17,10,13
74,27.90691307,140,7,5,86,59,40,15,14,1,5
9,32.87611225,124,4,3,85,46,31,26,14,5,7
28,27.73442847,138,2,5,86,56,38,14,13,5,9
9,32.87611225,85,0,2,56,30,20,12,9,1,4
9,32.87611225,83,3,1,58,37,24,14,9,4,5
161,31.31827515,,18,4,104,69,61,19,17,4,5
144,26.81451061,,9,1,75,42,32,22,14,3,5
152,31.62217659,,6,1,92,53,37,23,14,6,8
35,27.03627652,,10,3,117,70,53,32,17,3,3
156,25.60438056,,6,3,68,45,35,13,11,3,4
166,18.75701574,,8,3,84,34,27,38,15,0,0
116,27.15126626,,8,3,93,66,56,12,16,0,0
49,25.54962355,,10,2,89,55,38,22,13,5,6
237,36.0164271,,2,2,69,45,29,13,10,4,6
122,31.6605065,,2,2,70,32,23,20,10,3,5
93,27.69062286,,16,1,74,45,36,16,13,2,3
39,22.7980835,,6,6,37,15,14,14,7,0,0
36,27.76454483,,10,4,77,38,30,23,12,2,4
80,30.5927447,,18,3,73,51,41,13,11,2,2
85,31.4770705,,9,5,109,65,49,17,15,10,13
24,36.36960986,,11,2,94,51,44,33,17,0,0
161,31.31827515,,7,0,44,24,19,17,9,0,0
35,27.03627652,,3,1,57,39,29,10,12,2,5
156,25.60438056,,8,1,39,32,24,5,8,0,1
116,27.15126626,,7,1,53,34,28,13,10,1,1
237,36.0164271,,7,5,145,102,65,26,18,8,11
39,22.7980835,,12,7,96,67,53,17,15,6,7
80,30.5927447,,11,6,74,44,37,19,14,1,2
24,36.36960986,,29,6,71,49,46,9,11,3,3
161,31.31827515,,10,1,107,72,59,15,16,4,8
156,25.60438056,,15,5,97,60,49,23,16,3,3
39,22.7980835,,0,0,5,5,4,0,1,0,0
24,36.36960986,,23,2,63,43,38,12,11,0,0
161,31.31827515,,6,4,68,37,31,17,11,2,3
24,36.36960986,,14,2,61,37,33,15,11,2,3
161,31.31827515,,17,2,115,71,60,26,18,3,4
146,30.2477755,,4,3,65,36,30,16,11,4,5
70,28.8843258,,1,1,39,25,23,10,8,0,0
43,26.32443532,,3,1,63,43,34,11,10,3,3
115,25.07323751,,4,2,61,38,30,14,10,4,4
375,35.19233402,,7,4,53,29,22,13,9,0,1
39,27.57289528,,7,1,60,39,31,11,9,4,4
60,24.04106776,,7,1,49,33,29,7,8,2,2
79,28.30663929,,2,2,77,44,27,21,14,0,4
68,24.80766598,,8,0,44,26,23,14,9,0,0
59,27.66324435,,0,2,65,45,33,10,9,6,6
82,28.12594114,,5,1,32,21,20,8,7,0,0
759,29.31690623,,1,1,50,34,19,7,6,10,13
14,24.63518138,,6,1,33,16,13,12,7,1,2
43,26.32443532,,2,3,125,81,58,21,17,6,9
49,29.50581793,,1,2,56,26,24,16,10,0,0
39,27.57289528,,1,3,50,28,24,10,9,0,1
60,24.04106776,,4,1,74,38,26,24,11,2,3
24,21.89459274,,2,1,54,42,31,9,10,1,2
59,27.66324435,,1,0,50,37,29,9,9,1,1
18,33.84804928,,10,2,84,47,34,18,13,4,6
14,24.63518138,,13,7,126,65,49,31,17,6,9
39,27.57289528,,5,5,83,55,39,14,13,6,9
24,21.89459274,,4,2,67,48,36,13,13,1,2
18,33.84804928,,12,6,76,46,35,19,11,5,5
14,24.63518138,,4,1,47,28,23,14,9,0,0
24,21.89459274,,7,1,88,70,53,11,14,3,3
24,21.89459274,,5,3,62,41,27,8,10,5,8
59,30.01232033,,5,0,43,25,22,10,7,4,4
76,18.17111567,,7,2,41,26,19,11,7,2,2
56,29.70294319,,6,1,54,38,29,10,9,5,5
74,25.92744695,,7,3,102,50,39,26,14,2,3
78,19.09103354,,3,3,69,40,31,22,11,5,5
72,27.4770705,,4,2,80,53,36,12,12,6,9
92,28.78850103,,10,1,45,31,26,11,9,0,0
