winner_rank,winner_age,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced
311,26.09445585,,,,,,,,,,
715,20.71457906,,,,,,,,,,
248,25.54688569,,,,,,,,,,
369,20.02190281,,,,,,,,,,
,19.21971253,,,,,,,,,,
369,20.02190281,,,,,,,,,,
,26.57357974,,,,,,,,,,
,29.97946612,,,,,,,,,,
870,24.79123888,,,,,,,,,,
,29.97946612,,,,,,,,,,
,17.63449692,,,,,,,,,,
871,16.14510609,,,,,,,,,,
1228,20.33127995,,,,,,,,,,
,20.72826831,,,,,,,,,,
226,24.04654346,,,,,,,,,,
1228,28.38877481,,,,,,,,,,
213,28.7118412,,,,,,,,,,
226,24.04654346,,,,,,,,,,
274,27.79192334,,,,,,,,,,
155,24.53114305,,,,,,,,,,
274,27.79192334,,,,,,,,,,
277,27.26899384,,,,,,,,,,
82,25.24572211,,,,,,,,,,
151,27.52361396,,,,,,,,,,
291,24.61327858,,,,,,,,,,
948,22.48323066,,,,,,,,,,
109,21.80150582,,,,,,,,,,
290,19.64134155,,,,,,,,,,
109,21.80150582,,,,,,,,,,
290,19.64134155,,,,,,,,,,
255,29.31964408,,,,,,,,,,
655,32.77754962,,,,,,,,,,
771,20.72553046,,,,,,,,,,
1328,17.38261465,,,,,,,,,,
1228,24.72826831,,,,,,,,,,
219,24.38056126,,,,,,,,,,
,30.20123203,,,,,,,,,,
,20.66529774,,,,,,,,,,
,26.9705681,,,,,,,,,,
,20.6954141,,,,,,,,,,
,20.6954141,,,,,,,,,,
,24.62422998,,,,,,,,,,
275,21.04312115,,,,,,,,,,
,21.17180014,,,,,,,,,,
,25.28131417,,,,,,,,,,
,18.62833676,,,,,,,,,,
2,24.55852156,,,,,,,,,,
7,20.10130048,,,,,,,,,,
7,20.10130048,,,,,,,,,,
129,30.92950034,,,,,,,,,,
25,26.02600958,,,,,,,,,,
5,24.84052019,,,,,,,,,,
92,24.22724162,,,,,,,,,,
25,26.02600958,,,,,,,,,,
10,23.29089665,,,,,,,,,,
34,24.99657769,,,,,,,,,,
21,19.6495551,,,,,,,,,,
34,24.99657769,,,,,,,,,,
83,30.96783025,,,,,,,,,,
102,22.9705681,,,,,,,,,,
83,30.96783025,,,,,,,,,,
39,23.74264203,,,,,,,,,,
467,25.35523614,,,,,,,,,,
95,20.42984257,,,,,,,,,,
95,20.42984257,,,,,,,,,,
,24.77207392,,,,,,,,,,
251,26.72416153,,,,,,,,,,
414,23.70157426,,,,,,,,,,
667,23.81930185,,,,,,,,,,
414,23.70157426,,,,,,,,,,
613,18.18754278,,,,,,,,,,
200,28.8788501,,,,,,,,,,
200,28.8788501,,,,,,,,,,
382,19.66872005,,,,,,,,,,
110,26.45585216,,,,,,,,,,
36,22.94592745,,,,,,,,,,
36,22.94592745,,,,,,,,,,
162,23.24982888,,,,,,,,,,
362,23.16769336,,,,,,,,,,
336,26.88569473,,,,,,,,,,
376,22.02327173,,,,,,,,,,
,30.4476386,,,,,,,,,,
1247,21.03764545,,,,,,,,,,
834,30.57357974,,,,,,,,,,
1247,21.03764545,,,,,,,,,,
,17.99315537,,,,,,,,,,
,27.44421629,,,,,,,,,,
,26.32991102,,,,,,,,,,
765,21.15537303,,,,,,,,,,
,28.44900753,,,,,,,,,,
603,17.06502396,,,,,,,,,,
627,22.61738535,,,,,,,,,,
487,28.90349076,,,,,,,,,,
603,17.06502396,,,,,,,,,,
294,25.83436003,,,,,,,,,,
364,20.30937714,,,,,,,,,,
316,26.38193018,,,,,,,,,,
582,21.00205339,,,,,,,,,,
315,23.04996578,,,,,,,,,,
269,23.78918549,,,,,,,,,,
269,23.78918549,,,,,,,,,,
262,25.22655715,,,,,,,,,,
123,21.00752909,,,,,,,,,,
298,23.96167009,,,,,,,,,,
298,23.96167009,,,,,,,,,,
336,21.52772074,,,,,,,,,,
85,20.60232717,,,,,,,,,,
186,21.60438056,,,,,,,,,,
85,20.60232717,,,,,,,,,,
374,23.87405886,,,,,,,,,,
75,23.11841205,,,,,,,,,,
364,19.84120465,,,,,,,,,,
75,23.11841205,,,,,,,,,,
214,21.43737166,,,,,,,,,,
17,26.48596851,,,,,,,,,,
3,20.56125941,,,,,,,,,,
3,20.56125941,,,,,,,,,,
4,28.72005476,,,,,,,,,,
13,23.75085558,,,,,,,,,,
27,25.45653662,,,,,,,,,,
24,25.02395619,,,,,,,,,,
101,31.42778919,,,,,,,,,,
47,26.07255305,,,,,,,,,,
50,22.77344285,,,,,,,,,,
47,26.07255305,,,,,,,,,,
50,22.77344285,,,,,,,,,,
29,27.91238877,,,,,,,,,,
41,30.01505818,,,,,,,,,,
39,21.16358658,,,,,,,,,,
41,30.01505818,,,,,,,,,,
104,27.1156742,,,,,,,,,,
42,26.49144422,,,,,,,,,,
33,26.56536619,,,,,,,,,,
104,27.1156742,,,,,,,,,,
26,28.03011636,,,,,,,,,,
8,27.03080082,,,,,,,,,,
114,23.67693361,,,,,,,,,,
567,28.47364819,,,,,,,,,,
141,20.03285421,,,,,,,,,,
45,22.49965777,,,,,,,,,,
16,30.01232033,,,,,,,,,,
141,20.03285421,,,,,,,,,,
56,25.72758385,,,,,,,,,,
28,23.70157426,,,,,,,,,,
28,23.70157426,,,,,,,,,,
78,21.93839836,,,,,,,,,,
5,21.59616701,,,,,,,,,,
11,27.43600274,,,,,,,,,,
83,26.24503765,,,,,,,,,,
15,19.10746064,,,,,,,,,,
86,21.77960301,,,,,,,,,,
15,19.10746064,,,,,,,,,,
86,21.77960301,,,,,,,,,,
931,22.09993155,,,,,,,,,,
771,22.51608487,,,,,,,,,,
258,25.07323751,,,,,,,,,,
931,22.09993155,,,,,,,,,,
27,25.64818617,,,,,,,,,,
7,28.91170431,,,,,,,,,,
1,20.75290897,,,,,,,,,,
27,25.64818617,,,,,,,,,,
91,24.7063655,,,,,,,,,,
81,23.39493498,,,,,,,,,,
81,23.39493498,,,,,,,,,,
91,24.7063655,,,,,,,,,,
532,29.31964408,,,,,,,,,,
464,29.97399042,,,,,,,,,,
131,27.84120465,,,,,,,,,,
464,29.97399042,,,,,,,,,,
13,19.50992471,70,6,2,61,41,30,9,8,4,5
93,26.16563997,61,4,1,50,34,23,12,8,2,3
113,21.79329227,18,3,0,16,12,10,2,3,0,0
74,23.85489391,105,2,1,83,54,40,13,12,9,11
92,23.84120465,126,2,0,100,81,52,6,13,10,14
144,20.45174538,134,7,2,113,77,59,17,16,4,5
82,29.02121834,57,9,0,47,29,23,13,9,0,0
68,20.61327858,66,2,0,47,36,25,5,7,4,5
60,29.52224504,64,7,4,71,45,33,11,12,1,4
75,21.06228611,58,4,0,50,36,28,8,9,2,3
72,22.72142368,110,7,5,93,48,38,24,16,3,6
56,22.39835729,93,2,3,58,25,17,18,10,3,6
79,26.24229979,105,15,2,72,44,33,19,13,3,4
88,24.82683094,73,3,0,62,34,27,17,10,2,2
134,20.23271732,127,15,3,113,72,46,21,15,7,11
23,24.75017112,131,23,2,94,55,49,26,16,0,0
13,19.50992471,64,10,5,55,32,27,12,10,2,3
113,21.79329227,66,7,3,54,30,25,14,10,0,1
144,20.45174538,101,15,2,87,60,51,13,15,5,6
82,29.02121834,107,7,1,91,54,41,20,14,5,8
60,29.52224504,46,8,1,44,28,23,10,9,0,1
72,22.72142368,12,2,0,8,7,7,1,2,0,0
88,24.82683094,107,2,1,74,52,28,14,12,2,7
23,24.75017112,105,14,5,80,41,36,22,15,1,2
13,19.50992471,101,10,1,87,61,49,11,15,1,2
82,29.02121834,98,2,4,77,42,36,21,12,3,4
60,29.52224504,114,8,1,92,51,40,21,14,7,9
23,24.75017112,159,18,7,113,61,46,24,16,5,8
13,19.50992471,92,10,1,66,42,35,17,11,2,3
60,29.52224504,99,6,3,82,39,29,24,11,3,5
60,29.52224504,112,9,0,91,48,35,29,15,5,6
3,22.03696099,44,7,1,39,20,17,11,7,3,3
21,30.45585216,121,10,4,86,46,39,18,15,0,2
40,25.83709788,76,2,2,67,29,21,18,9,7,10
14,20.55030801,56,6,2,62,44,32,10,10,5,6
10,26.92676249,61,8,0,34,19,17,11,7,0,0
104,28.7008898,79,4,0,61,38,30,14,10,5,5
38,24.64065708,88,11,2,68,41,32,16,10,5,6
11,27.4715948,43,3,0,33,19,17,7,6,0,0
47,24.64339494,72,6,5,60,34,26,14,10,3,5
33,22.94045175,64,12,1,54,36,28,11,9,1,1
26,29.2128679,128,13,4,97,52,41,22,16,7,11
9,23.74537988,63,4,1,54,27,18,20,8,6,6
17,26.93223819,58,4,0,38,27,21,7,7,0,0
136,25.69472964,71,4,3,60,32,30,14,10,2,2
28,25.46475017,85,4,3,66,44,37,13,11,2,3
4,28.01916496,83,5,4,64,30,24,17,11,2,4
21,30.45585216,109,16,3,77,45,32,23,13,2,3
40,25.83709788,53,4,0,43,22,17,15,8,0,0
10,26.92676249,51,1,1,34,20,17,5,7,5,7
11,27.4715948,90,0,1,59,41,29,12,10,4,5
33,22.94045175,85,11,5,50,21,18,15,9,1,3
26,29.2128679,79,2,2,61,27,18,20,10,1,2
17,26.93223819,68,4,3,47,24,17,13,9,2,4
4,28.01916496,86,3,1,57,29,23,16,10,2,4
21,30.45585216,137,10,4,113,62,44,30,16,7,8
10,26.92676249,76,0,1,61,33,24,15,10,3,5
26,29.2128679,91,4,2,71,37,30,16,11,1,3
17,26.93223819,51,4,0,47,27,20,13,7,2,2
21,30.45585216,141,7,6,106,61,46,21,16,5,8
26,29.2128679,135,6,5,116,59,42,24,17,6,12
26,29.2128679,138,2,5,109,75,52,15,14,13,15
3,21.99863107,67,6,2,65,42,32,14,11,2,3
112,25.08966461,139,6,3,105,43,35,32,16,4,7
59,27.85489391,105,20,3,70,44,36,14,13,3,6
99,32.65982204,51,4,2,35,14,11,14,6,0,0
30,28.43258042,84,18,9,84,40,34,26,14,2,3
26,29.17453799,132,7,2,95,49,40,28,14,3,5
27,25.85900068,69,7,1,43,25,23,13,9,0,0
369,24.87063655,75,9,1,71,41,29,19,10,6,6
190,26.84462697,65,6,0,43,22,20,14,9,0,1
24,27.91786448,107,10,5,88,42,32,23,12,5,7
34,19.78370979,80,5,3,54,35,28,11,10,2,3
9,23.70704997,76,2,0,51,32,25,13,9,1,1
23,28.31485284,80,5,2,63,38,31,14,10,4,4
128,31.26351814,80,18,4,74,54,49,11,12,0,0
48,24.15331964,70,13,2,52,34,26,13,9,2,2
4,27.98083504,91,9,1,77,48,40,19,12,6,6
3,21.99863107,97,12,0,73,36,29,26,14,0,1
99,32.65982204,79,6,3,58,30,27,20,10,0,0
30,28.43258042,115,15,5,88,49,39,24,16,5,7
27,25.85900068,78,10,1,54,29,27,19,10,1,1
24,27.91786448,150,18,4,103,59,56,28,18,0,1
9,23.70704997,72,7,0,53,37,29,11,9,2,2
128,31.26351814,66,16,4,53,31,29,12,10,0,0
4,27.98083504,124,13,4,96,49,37,26,14,10,12
99,32.65982204,126,21,4,105,66,58,16,17,5,5
27,25.85900068,71,9,1,59,47,37,7,11,2,3
24,27.91786448,78,5,0,66,33,24,18,11,1,4
4,27.98083504,74,7,0,65,39,33,17,11,0,0
27,25.85900068,77,15,2,61,36,32,15,11,1,1
24,27.91786448,168,17,10,136,62,48,33,17,8,12
24,27.91786448,113,12,3,87,54,43,21,14,1,1
68,23.97809719,126,9,4,98,61,49,23,16,5,6
331,29.33333333,132,5,6,102,59,47,25,17,2,3
41,28.93086927,79,11,7,68,42,38,13,11,0,0
107,23.78097194,73,15,4,52,27,22,17,9,3,3
93,25.76865161,99,3,3,89,54,43,13,14,6,9
66,22.83915127,81,1,6,57,31,24,15,9,1,2
232,26.20123203,93,5,2,76,43,31,17,11,5,8
259,29.42642026,115,9,4,98,48,38,26,15,4,7
35,23.34839151,46,8,6,41,23,20,10,7,0,0
31,25.10061602,69,17,2,53,36,29,10,10,2,3
65,25.10335387,87,10,3,63,31,30,13,10,1,2
98,29.19096509,57,7,3,52,28,21,16,9,0,0
51,27.88501027,65,2,1,50,30,24,13,10,2,3
87,33.79876797,128,0,5,109,66,41,24,16,7,11
29,28.53935661,97,3,4,96,56,41,21,14,3,5
42,24.65160849,97,3,4,68,38,28,14,11,2,5
38,30.90759754,56,7,1,55,30,23,15,9,2,3
129,18.36824093,119,5,4,89,40,27,22,13,4,8
56,21.30047912,89,11,9,88,46,34,18,11,5,7
456,25.35249829,56,5,2,42,25,22,10,8,0,0
24,26.29705681,103,1,9,92,50,36,21,12,3,5
43,29.67282683,63,5,3,53,18,15,23,8,6,6
53,31.40314853,67,15,3,48,31,26,12,9,1,1
39,25.60711841,102,10,6,88,50,39,18,12,4,6
1,21.46201232,104,5,3,87,43,35,19,11,8,9
41,28.93086927,59,7,2,43,22,21,16,9,0,0
107,23.78097194,77,6,5,60,34,29,14,11,0,1
5,27.93155373,138,6,5,91,51,34,21,14,4,7
3,24.35865845,91,11,5,67,43,38,14,11,2,2
35,23.34839151,83,7,8,51,31,25,7,8,3,5
65,25.10335387,97,7,4,61,31,27,16,11,1,2
11,24.20533881,106,6,1,77,39,31,22,13,1,2
51,27.88501027,101,2,2,94,71,48,12,12,8,9
29,28.53935661,130,1,7,100,55,41,17,14,9,13
42,24.65160849,112,5,2,80,43,36,26,16,0,2
129,18.36824093,126,11,6,102,53,40,26,14,6,7
19,22.06433949,69,3,4,59,33,26,13,10,6,7
24,26.29705681,111,6,5,85,61,44,13,14,4,6
43,29.67282683,62,2,1,58,37,25,12,9,1,2
141,23.49897331,93,2,8,89,58,41,13,10,15,16
41,28.93086927,103,10,0,77,38,29,26,11,4,4
107,23.78097194,,,,,,,,,,
3,24.35865845,118,12,7,89,44,34,27,15,7,9
11,24.20533881,89,3,0,65,36,28,19,11,1,2
51,27.88501027,116,1,2,81,43,25,23,13,4,7
42,24.65160849,83,1,1,56,33,23,17,10,2,3
24,26.29705681,57,2,1,55,36,26,11,9,2,3
141,23.49897331,107,2,4,74,47,28,16,10,3,5
41,28.93086927,96,10,5,75,44,36,17,11,1,1
3,24.35865845,112,10,4,87,45,30,28,14,2,4
51,27.88501027,134,1,5,107,65,39,15,14,15,21
24,26.29705681,117,5,7,92,52,34,18,13,5,9
41,28.93086927,91,4,3,70,42,35,18,13,3,4
51,27.88501027,119,2,1,94,72,48,8,14,9,13
41,28.93086927,117,16,4,91,58,48,23,16,5,5
4,22.61738535,67,5,1,49,26,19,16,9,1,2
144,20.43531828,70,11,4,55,32,30,12,9,2,2
258,24.09582478,99,2,3,90,49,37,19,11,10,12
31,23.23887748,45,6,2,39,25,24,8,8,0,0
8,28.55578371,141,10,6,123,76,56,30,18,2,4
96,29.3963039,20,4,0,15,8,7,5,3,0,0
157,25.48391513,112,5,3,94,61,43,18,14,7,9
38,23.4770705,72,6,4,39,22,21,11,8,0,0
53,30.03969884,152,9,3,118,72,53,18,16,2,5
138,25.66461328,142,6,4,117,40,30,37,14,7,11
79,26.75975359,112,11,2,83,50,37,16,12,5,7
85,21.5797399,64,5,1,60,43,33,12,10,3,4
46,20.20807666,94,4,4,86,65,45,13,11,3,4
153,24.42436687,54,6,5,47,27,22,9,8,3,4
82,29.26762491,89,4,5,73,43,30,18,11,2,4
2,24.43531828,114,5,7,101,63,51,20,15,3,4
4,22.61738535,139,7,7,110,60,44,35,17,4,5
31,23.23887748,55,5,1,56,36,30,12,10,2,2
8,28.55578371,128,4,12,98,61,45,15,15,3,6
38,23.4770705,153,21,6,98,49,45,27,16,1,1
53,30.03969884,71,8,2,64,40,25,15,9,1,2
85,21.5797399,78,5,2,75,51,34,16,11,5,5
153,24.42436687,67,3,0,42,31,25,8,8,1,1
2,24.43531828,83,4,11,70,43,34,13,11,0,1
31,23.23887748,76,8,1,64,38,35,15,11,2,2
8,28.55578371,73,8,5,64,28,24,21,9,3,3
53,30.03969884,93,14,3,99,64,43,20,15,6,9
153,24.42436687,49,4,2,33,17,13,8,5,2,3
8,28.55578371,79,3,1,48,32,28,10,9,3,3
153,24.42436687,59,7,3,48,32,25,8,9,0,1
8,28.55578371,129,12,6,101,57,42,18,12,14,16
22,25.87816564,95,8,3,69,33,27,21,13,1,3
34,19.80287474,,,,,,,,,,
20,27.93702943,62,5,6,65,36,30,12,9,4,5
13,20.53114305,70,5,2,55,28,26,17,10,0,0
10,23.72621492,,,,,,,,,,
102,24.09856263,111,7,1,80,57,41,13,12,0,2
45,24.1724846,87,4,4,89,58,42,16,11,5,5
9,26.90759754,87,16,2,60,30,25,17,10,4,4
11,27.45242984,84,4,3,53,30,24,14,8,6,6
27,29.19370294,111,4,2,71,40,33,14,13,1,4
39,26.98699521,103,8,4,93,59,42,17,14,5,7
7,22.06160164,104,13,0,83,49,40,21,12,7,7
129,25.99863107,91,7,2,75,34,28,19,11,2,4
38,24.62149213,51,8,3,51,32,28,11,9,2,2
33,22.92128679,179,15,6,124,76,60,29,18,0,1
4,28,76,7,2,73,49,40,12,11,3,3
22,25.87816564,55,5,1,48,28,24,11,8,4,4
13,20.53114305,,,,,,,,,,
10,23.72621492,80,1,0,38,22,17,12,7,0,0
45,24.1724846,63,10,0,45,25,23,14,9,0,0
11,27.45242984,151,6,5,102,58,43,20,17,3,7
39,26.98699521,82,9,4,83,48,35,18,12,5,7
129,25.99863107,84,13,0,65,35,29,19,10,4,4
33,22.92128679,128,30,3,106,62,48,25,16,7,9
22,25.87816564,126,10,0,106,71,53,21,17,4,6
10,23.72621492,101,5,0,77,43,31,21,11,3,4
11,27.45242984,92,4,0,70,39,27,17,11,2,4
33,22.92128679,111,16,3,84,53,44,14,14,2,4
22,25.87816564,148,11,9,127,77,60,17,17,9,13
11,27.45242984,105,6,0,69,48,38,11,11,1,1
22,25.87816564,147,3,5,92,47,33,23,15,4,8
1,21.0403833,93,8,7,61,30,24,17,10,5,7
31,28.11772758,90,6,0,64,41,32,13,11,2,4
27,24.76933607,103,6,1,79,36,29,23,13,3,5
15,26.9705681,129,13,6,124,90,63,15,16,14,16
14,20.58863792,138,14,4,123,65,51,31,17,2,3
51,25.18548939,96,5,4,86,49,32,24,11,9,10
85,26.09445585,114,4,3,80,46,33,22,12,9,12
22,27.9945243,128,5,6,93,46,36,22,15,2,6
44,22.92676249,116,8,5,87,46,33,21,12,4,7
35,26.20670773,93,1,3,67,33,23,24,12,0,1
46,20.1889117,101,5,4,76,43,36,10,11,4,7
37,25.87542779,82,2,2,40,19,17,16,8,1,1
13,30.57905544,74,18,2,58,37,35,11,10,1,1
30,26.71047228,100,5,1,70,50,37,12,13,1,3
47,24.68172485,79,5,1,65,25,22,27,11,2,3
20,29.25119781,136,3,4,100,53,32,24,16,8,14
8,22.11909651,87,7,1,65,38,30,17,11,4,5
68,22.74058864,112,6,6,75,38,30,17,13,2,6
23,25.93566051,65,5,2,49,30,25,11,8,5,5
11,27.50992471,156,2,5,103,52,36,29,15,4,6
62,23.25256674,85,1,1,49,33,25,11,9,3,4
60,21.61533196,74,7,5,60,39,30,10,10,2,3
63,27.93155373,52,9,1,42,31,28,8,9,0,0
38,28.50924025,65,15,0,58,48,40,3,10,2,2
6,23.93702943,77,6,3,57,38,31,11,11,2,3
64,31.67419576,66,12,0,57,38,32,14,10,1,1
55,26.55167693,112,9,9,104,57,49,21,16,5,7
84,28.01916496,,0,0,41,40,28,1,8,3,4
18,27.91512663,82,5,1,57,33,25,15,9,1,1
41,22.52977413,116,3,2,91,46,39,23,15,3,5
69,25.00752909,78,5,1,55,37,30,11,10,0,0
3,28.05749487,72,7,2,64,36,25,17,11,3,5
1,21.0403833,100,7,5,60,33,25,14,12,2,5
27,24.76933607,66,10,2,59,27,22,19,9,2,2
14,20.58863792,74,3,4,60,32,21,15,10,2,5
22,27.9945243,111,4,5,71,33,27,21,13,3,5
35,26.20670773,75,3,2,46,26,22,12,9,0,1
37,25.87542779,120,2,2,89,52,38,19,14,5,7
13,30.57905544,76,8,0,51,37,27,10,10,0,1
20,29.25119781,118,5,2,82,42,32,21,10,10,11
8,22.11909651,68,5,0,62,41,30,13,10,6,7
11,27.50992471,100,0,5,67,48,35,8,10,3,5
62,23.25256674,78,2,1,60,47,32,9,10,3,4
63,27.93155373,118,11,7,103,56,41,25,16,4,7
64,31.67419576,70,3,2,57,39,27,7,9,0,2
84,28.01916496,72,0,1,52,36,24,10,9,1,2
41,22.52977413,61,8,2,40,22,21,12,8,1,1
3,28.05749487,86,1,1,68,45,33,14,11,3,4
1,21.0403833,75,5,1,55,33,25,14,9,2,2
22,27.9945243,74,4,3,59,30,23,17,10,0,1
37,25.87542779,64,5,1,50,27,20,11,8,5,7
13,30.57905544,122,8,6,93,46,30,25,15,7,11
11,27.50992471,105,4,1,73,46,35,15,11,5,6
62,23.25256674,147,2,5,97,55,40,21,14,5,8
64,31.67419576,81,3,0,50,32,26,12,10,0,1
3,28.05749487,93,1,4,76,40,33,21,11,0,0
1,21.0403833,90,9,1,50,29,24,16,10,0,0
13,30.57905544,78,5,1,52,31,24,12,9,6,7
11,27.50992471,85,4,2,73,49,32,11,9,11,13
64,31.67419576,100,8,3,85,50,38,18,11,10,11
1,21.0403833,83,3,1,51,37,28,11,9,0,0
11,27.50992471,82,1,2,60,37,27,12,9,7,8
1,21.0403833,81,1,5,46,25,18,9,7,2,4
67,22.75975359,159,6,9,117,51,36,32,16,3,8
82,24.86516085,44,4,1,35,17,14,14,7,0,0
49,22.22039699,88,8,5,80,41,36,17,12,5,7
52,29.56057495,76,4,3,60,29,20,13,9,4,7
66,20.65160849,92,4,0,68,46,31,15,11,0,1
62,21.63449692,49,5,1,35,23,18,8,7,0,1
136,21.50581793,91,2,3,59,44,35,7,10,3,4
140,25.35797399,117,25,5,91,57,47,14,16,3,6
40,24.69815195,66,4,0,52,32,29,10,10,1,2
48,29.98494182,126,4,3,80,41,29,20,12,2,5
71,25.02669405,73,2,1,54,35,24,16,10,2,3
57,26.57084189,109,8,4,89,51,38,16,14,3,7
139,23.1156742,126,9,10,94,52,40,24,15,3,5
80,25.85352498,59,5,1,54,30,21,18,9,0,0
54,21.30595483,119,7,1,78,41,29,20,13,4,6
81,26.28062971,85,6,6,69,32,26,21,11,2,3
55,28.63244353,125,3,7,76,37,32,21,14,6,8
56,23.27173169,129,1,3,77,45,36,17,13,0,1
60,30.93223819,49,3,5,36,14,13,13,7,0,1
37,22.54893908,112,4,4,97,34,26,31,15,6,11
126,20.49007529,97,3,6,86,47,33,13,14,3,8
84,33.3963039,71,3,1,50,32,23,10,9,2,4
150,20.27104723,103,7,3,79,44,29,18,14,3,7
36,19.87953457,57,1,2,46,35,21,7,5,3,4
50,24.24914442,83,3,7,69,33,22,17,10,3,6
97,20.17522245,101,6,3,65,40,34,15,13,1,2
58,25.50581793,106,3,9,81,32,24,24,13,5,9
38,28.5284052,63,6,1,50,38,32,9,10,0,0
75,23.89322382,96,5,1,68,39,30,17,11,1,2
86,20.79123888,65,1,2,51,21,16,16,9,4,6
76,27.61396304,157,2,7,138,64,46,35,17,15,18
47,31.69336071,156,7,4,114,63,49,30,16,6,8
1,21.05954825,112,5,4,68,31,23,22,12,2,5
29,24.78850103,88,9,3,62,38,29,13,11,1,3
49,22.22039699,126,4,2,108,62,41,20,15,6,10
17,24.30937714,57,7,1,41,28,23,8,8,2,3
13,30.5982204,100,18,3,91,50,38,21,14,4,6
62,21.63449692,59,3,2,53,38,31,9,9,1,1
136,21.50581793,95,5,3,72,56,39,12,12,4,5
7,22.13826146,82,2,2,61,29,25,22,10,2,2
5,23.95619439,49,6,2,37,27,24,5,7,0,0
28,28.13689254,135,3,3,114,83,54,19,16,9,12
20,28.01368925,71,3,3,47,23,21,10,9,2,4
57,26.57084189,26,1,2,24,18,12,2,4,3,4
14,20.60780287,69,7,2,78,48,35,16,10,5,5
25,28.33675565,121,5,3,101,61,45,24,15,7,8
34,27.4825462,80,3,6,63,29,22,14,8,9,11
6,27.52908966,114,2,8,80,44,28,18,11,3,7
8,23.80287474,85,6,1,78,39,29,17,9,9,10
56,23.27173169,70,2,1,45,34,25,9,9,0,1
26,25.95482546,106,3,5,64,31,22,17,10,3,6
37,22.54893908,91,8,3,74,30,25,24,13,0,2
18,27.93429158,78,6,3,54,25,19,20,10,1,2
24,28.41067762,93,5,1,64,41,26,14,10,7,9
33,26.22587269,62,7,3,60,33,24,17,9,2,2
4,28.07665982,61,2,4,52,31,24,10,8,2,3
9,26.98425736,85,5,3,63,24,24,16,10,2,4
97,20.17522245,76,3,0,45,35,27,5,8,3,4
58,25.50581793,76,0,0,55,30,22,17,10,2,4
10,31.88501027,49,4,0,37,25,22,10,8,0,0
15,26.98973306,84,6,2,74,51,33,13,11,6,9
22,25.59342916,87,5,1,46,26,21,12,9,0,1
76,27.61396304,158,11,6,117,64,48,34,17,6,8
3,22.09445585,139,4,5,92,51,38,27,16,3,5
1,21.05954825,141,4,1,89,43,25,27,15,0,5
49,22.22039699,86,1,1,77,43,30,20,10,2,2
62,21.63449692,75,5,5,62,43,35,10,10,2,3
7,22.13826146,137,10,4,99,59,47,16,15,9,12
28,28.13689254,183,8,0,49,35,26,9,6,3,3
57,26.57084189,87,6,0,56,30,21,19,9,2,3
14,20.60780287,67,6,2,47,30,26,11,9,1,1
6,27.52908966,104,5,2,67,37,26,17,11,1,3
56,23.27173169,140,2,1,96,61,47,22,15,2,3
37,22.54893908,136,7,8,96,43,33,27,14,4,6
18,27.93429158,159,7,6,111,57,39,31,14,6,8
33,26.22587269,94,9,8,74,41,32,20,11,5,6
9,26.98425736,80,5,2,76,39,25,20,9,6,7
10,31.88501027,70,2,3,59,37,30,11,9,5,5
22,25.59342916,126,4,3,80,40,33,23,12,0,0
76,27.61396304,126,8,3,88,47,33,22,13,3,6
1,21.05954825,66,6,3,41,19,14,13,8,0,2
7,22.13826146,73,10,0,54,34,29,9,9,0,1
28,28.13689254,121,3,2,75,48,36,15,12,7,10
14,20.60780287,35,2,1,23,13,9,8,5,0,0
37,22.54893908,145,4,6,95,44,31,29,14,6,8
33,26.22587269,73,8,1,62,43,31,9,8,6,6
10,31.88501027,80,8,3,55,36,28,12,10,1,2
22,25.59342916,113,4,0,76,50,36,17,13,3,4
1,21.05954825,164,5,7,109,50,38,24,14,6,11
14,20.60780287,55,5,0,45,30,25,7,7,1,1
33,26.22587269,83,6,1,52,32,29,11,10,0,1
10,31.88501027,92,4,5,65,40,31,12,11,5,7
14,20.60780287,89,6,0,59,32,25,19,10,3,3
10,31.88501027,122,4,4,70,36,27,21,12,1,2
10,31.88501027,141,8,1,116,72,49,24,18,4,7
5,23.87953457,104,12,4,89,50,36,27,16,3,5
180,25.06228611,91,6,8,75,39,31,14,11,3,6
105,20.82135524,68,7,3,67,40,30,17,11,3,5
64,22.14373717,77,6,0,62,38,29,15,10,2,2
23,24.7118412,61,12,3,49,28,27,11,10,0,1
178,25.54140999,148,5,7,123,69,55,30,17,11,12
151,23.03901437,111,8,10,104,62,49,21,16,1,2
41,25.81793292,113,2,2,53,29,21,16,9,5,6
51,29.48391513,55,8,2,52,30,24,12,8,1,1
82,31.61670089,105,15,4,86,58,49,14,12,4,4
380,29.54962355,78,9,2,72,42,31,19,11,0,0
32,21.58521561,83,16,1,85,63,47,12,11,2,2
44,29.908282,91,6,1,73,44,36,22,12,0,0
71,28.7118412,54,10,2,43,25,21,11,8,0,0
98,24.78850103,50,4,4,45,23,18,13,7,1,1
17,19.4715948,58,6,1,42,22,19,15,8,4,4
5,23.87953457,99,13,4,81,40,32,20,10,7,8
64,22.14373717,81,9,4,92,53,32,19,14,5,10
23,24.7118412,100,13,3,75,45,32,18,12,2,3
41,25.81793292,89,4,5,76,42,31,19,11,5,6
82,31.61670089,99,6,3,73,36,30,20,12,5,7
32,21.58521561,59,3,1,48,32,25,10,9,3,4
